event_count,country_United_States,country_Saudi_Arabia,country_India,country_Britain,country_Italy,average_load_time,max_load_time,event_bench_load_success_count,event_profile_search_success_count,event_add_profile_success_count,event_upgrade_plan_count,event_pricing_model_count,event_profile_load_fail_count,event_email_receipt_count,platform_all_count,platform_brbench_count,platform_fb_count,platform_hashtags_count,platform_ig._count,platform_ig_count,platform_li_count,platform_meta_count,platform_nan_count,platform_tk_count,platform_tw_count,platform_xch_count,platform_yt_count,platform_total_count,view_add,view_addprofiles,view_ads,view_bench,view_benchmark,view_brands,view_campaigns,view_connect,view_hashtag,view_nan,view_page,view_postsfeed,view_profile,view_proj,view_projecthome,view_reports,view_search,view_settings,view_upgradeplan
110,1,0,0,0,0,0.8908181818181817,1.684,0,2,3,1,1,0,12,0,0,26,0,0,28,0,0,15,0,0,41,0,131.5748181818182,0,0,0,0,0,0,12,0,0,33,0,11,46,0,6,2,0,0,0
3,1,0,0,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,9.072571180555556,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
97,1,0,0,0,0,1.5534,2.24,0,1,2,3,3,0,0,0,0,1,0,0,54,0,1,1,0,5,35,0,109.7934,0,0,0,0,0,5,0,0,0,17,0,0,55,0,13,4,0,0,3
19,0,0,0,0,0,1.7895711805555556,3.283,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,14,0,0,5,0,37.07257118055556,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9.072571180555556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
300,0,0,0,0,0,1.608425,1.917,0,20,20,0,0,0,10,0,0,188,0,0,0,0,0,12,0,0,100,0,353.525425,0,0,0,0,0,0,0,0,0,126,0,0,135,0,39,0,0,0,0
343,0,0,0,0,0,1.029590909090909,1.893,0,21,20,0,0,0,5,0,0,4,0,0,10,6,0,12,12,4,271,24,391.9225909090909,0,0,0,0,0,120,0,0,0,148,0,10,18,0,47,0,0,0,0
419,0,0,0,0,0,3.1982539682539683,13.62,44,20,19,0,0,3,0,0,0,0,0,0,167,0,0,1,140,0,111,0,521.818253968254,0,0,0,0,146,0,0,0,0,117,0,0,116,0,40,0,0,0,0
8,1,0,0,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,4,0,19.07257118055556,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0
137,0,0,1,0,0,1.8169642857142856,7.453,5,4,3,0,0,0,1,0,6,22,0,0,23,0,0,3,0,5,78,0,160.26996428571428,0,0,0,0,26,23,11,0,0,21,0,11,33,0,10,2,0,0,0
16,0,0,0,0,1,1.7895711805555556,3.283,0,0,0,6,4,0,0,0,0,2,0,0,0,0,0,3,0,0,14,0,35.07257118055556,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,6
21,0,0,1,0,0,1.8395,2.194,0,1,1,0,0,1,3,0,0,0,0,0,8,0,0,5,0,0,8,0,32.033500000000004,0,0,0,0,0,0,0,0,0,16,0,0,5,0,0,0,0,0,0
122,0,0,0,0,0,3.637,8.152,0,2,2,0,0,1,2,0,0,0,0,0,74,0,0,9,16,0,23,0,140.789,0,0,0,0,0,0,0,0,0,35,0,0,85,0,2,0,0,0,0
22,0,0,0,0,0,1.713,1.901,0,1,1,0,0,0,3,0,0,0,0,0,0,9,0,9,0,0,8,0,34.614000000000004,0,0,0,0,0,0,0,0,0,19,0,0,7,0,0,0,0,0,0
275,0,0,0,0,0,1.1306666666666667,5.544,14,27,19,1,1,0,10,0,6,36,0,0,16,11,0,13,0,18,165,10,353.67466666666667,0,0,0,0,88,0,5,0,0,120,0,41,6,0,14,0,0,0,1
19,0,0,0,0,0,1.7895711805555556,3.283,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,12,1,0,6,0,35.07257118055556,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0.8290000000000001,1.427,0,1,1,0,0,0,11,0,0,0,0,0,0,0,0,13,0,0,6,13,47.256,0,0,0,0,0,0,0,0,0,22,0,0,10,0,0,0,0,0,0
66,0,0,0,0,0,1.1827857142857143,1.885,0,4,4,0,0,0,0,0,0,6,0,0,28,0,0,1,8,9,14,0,77.06778571428572,0,0,0,0,0,0,0,0,0,22,0,0,42,0,2,0,0,0,0
169,0,0,0,0,0,1.03809375,2.298,11,2,2,0,0,0,2,0,8,3,0,0,96,0,0,4,19,3,33,3,189.33609375,0,0,0,0,37,4,3,0,0,18,0,26,74,0,2,5,0,0,0
25,0,0,0,0,0,2.2805,2.353,0,1,1,0,0,0,11,0,0,0,0,0,0,0,0,13,6,0,6,0,42.6335,0,0,0,0,0,0,0,0,0,20,0,0,4,0,1,0,0,0,0
20,0,0,0,0,0,1.7895711805555556,3.283,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,8,0,35.07257118055556,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.072571180555555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,13.072571180555556,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
4,0,0,1,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,10.072571180555556,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
33,0,0,1,0,0,1.1353333333333333,1.618,0,1,1,0,0,0,2,0,0,0,0,0,22,0,0,4,0,0,7,0,40.75333333333333,0,0,0,0,0,0,0,0,0,13,0,0,19,0,1,0,0,0,0
54,1,0,0,0,0,0.8853333333333334,1.929,0,3,1,0,0,0,11,0,0,0,0,0,0,0,0,13,0,2,39,0,71.81433333333334,0,0,0,0,0,0,15,0,2,33,0,0,0,0,3,1,0,0,0
23,0,0,0,0,0,1.7895711805555556,3.283,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,16,0,33.07257118055556,0,0,0,0,0,0,0,0,0,21,0,0,2,0,0,0,0,0,0
1,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.072571180555555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,23.60975,68.353,0,4,2,0,0,0,8,0,0,0,0,0,0,17,0,13,0,0,11,0,146.96275,0,0,0,0,0,0,0,0,0,27,0,0,14,0,0,0,0,0,0
6,0,0,0,1,0,1.7895711805555556,3.283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,13.072571180555556,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,1.2263333333333335,2.457,0,5,4,0,0,1,0,0,0,15,0,0,29,0,0,1,0,5,20,16,99.68333333333334,0,0,0,0,0,0,0,0,0,24,0,0,57,0,5,0,0,0,0
22,0,0,0,0,0,1.7895711805555556,3.283,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,19,0,34.07257118055556,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0
45,0,0,0,0,0,1.276166666666667,1.72,1,2,2,0,0,2,0,0,0,0,0,0,22,0,0,1,0,0,22,0,54.99616666666667,0,0,0,0,3,0,1,0,0,20,0,0,13,0,8,0,0,0,0
166,0,0,0,0,0,1.0182,1.588,0,17,10,0,0,0,0,0,0,14,0,0,67,0,0,1,20,0,64,0,195.6062,0,0,0,0,0,0,0,0,0,69,0,0,79,0,18,0,0,0,0
98,0,0,0,0,0,3.86485,22.081,4,10,6,0,0,0,2,0,3,29,0,0,14,0,0,6,12,0,34,0,145.94585,0,0,0,0,12,0,0,0,0,49,0,0,34,0,3,0,0,0,0
40,0,0,0,0,0,1.4423333333333332,2.098,0,3,2,0,0,0,9,0,0,14,0,0,0,0,0,12,2,0,12,0,57.540333333333336,0,0,0,0,0,0,0,0,0,26,0,0,11,0,3,0,0,0,0
33,0,0,0,0,0,1.7895711805555556,3.283,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,18,0,0,15,0,52.07257118055556,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,19,0,0,5,0,41.07257118055556,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,0,0,0,0
7,1,0,0,0,0,1.7895711805555556,3.283,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18.07257118055556,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
1,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.072571180555555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,2.5315,3.829,9,35,20,0,0,0,0,0,0,44,0,0,0,0,0,1,0,0,102,25,242.3605,0,0,0,0,29,0,0,0,0,130,0,0,0,0,13,0,0,0,0
36,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,26,0,0,10,0,53.07257118055556,0,0,0,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0,0
40,0,0,0,0,0,0.9525,1.537,4,2,2,0,0,0,2,0,0,0,0,0,22,0,0,4,0,0,14,0,52.4895,0,0,0,0,15,0,6,0,0,16,0,0,2,0,0,1,0,0,0
29,0,0,1,0,0,1.3485,1.7,0,1,1,1,1,0,0,0,0,0,0,0,0,22,0,2,0,0,5,0,37.0485,0,0,0,0,0,0,0,0,0,10,0,0,19,0,0,0,0,0,0
8,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,2,0,15.072571180555556,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
28,0,0,1,0,0,1.7895711805555556,3.283,0,3,1,0,0,0,5,0,0,0,0,0,4,0,2,8,0,0,14,0,43.07257118055556,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
129,0,0,0,1,0,2.1732666666666662,3.811,0,4,4,2,2,2,8,0,0,0,0,0,55,0,0,19,29,0,27,0,158.98426666666666,0,0,0,0,0,0,0,0,0,46,0,0,75,0,7,0,0,0,2
14,0,0,0,1,0,1.7895711805555556,3.283,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,12,0,0,14,0,41.07257118055556,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,5
1,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.072571180555555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,1.7895711805555556,3.283,0,1,1,0,0,0,3,0,0,0,0,0,0,5,0,6,0,0,7,0,28.07257118055556,0,0,0,0,0,0,0,0,0,15,0,0,2,0,1,0,0,0,0
50,0,0,0,0,0,1.3978,2.055,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,4,34,0,12,0,57.4528,0,0,0,0,0,0,5,0,0,11,0,0,31,0,2,1,0,0,0
6,0,0,0,1,0,1.7895711805555556,3.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,12.072571180555556,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,11.7942,31.854,0,7,4,0,0,0,2,0,0,0,0,0,4,0,0,6,4,0,58,0,128.6482,0,0,0,0,0,24,0,0,0,40,0,0,0,0,8,0,0,0,0
20,0,0,0,0,0,1.7895711805555556,3.283,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,17,0,30.07257118055556,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0.5916666666666667,0.64,1,7,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,35,8,56.23166666666667,0,0,0,0,4,0,3,0,0,33,0,3,0,0,1,2,0,0,0
64,0,0,0,0,1,0.95325,1.44,1,2,3,0,0,2,0,0,0,0,0,0,48,0,0,1,2,0,13,0,75.39325,0,0,0,0,3,0,1,0,0,18,0,0,40,0,2,0,0,0,0
40,0,0,0,0,0,1.7695,2.319,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,15,53.0885,0,0,0,0,0,0,0,0,0,21,0,4,13,0,5,0,0,0,0
112,0,0,0,0,0,7.228000000000001,23.604,0,4,4,0,0,0,11,0,0,0,0,0,35,0,0,16,0,36,25,0,161.832,0,0,0,0,0,0,0,0,0,42,0,0,47,0,23,0,0,0,0
11,0,0,0,0,0,1.7895711805555556,3.283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,17.072571180555556,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0
18,0,0,1,0,0,1.7895711805555556,3.283,0,1,0,0,0,0,8,0,0,0,0,0,1,0,0,11,0,0,6,0,33.07257118055556,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,19.07257118055556,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,2
1,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.072571180555555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62,1,0,0,0,0,2.63085,6.707,0,1,1,2,2,0,0,0,0,0,0,0,49,0,0,1,0,0,12,0,77.33785,0,0,0,0,0,0,0,0,0,10,0,50,0,0,0,0,0,0,2
155,0,0,0,0,0,1.4829,3.086,0,8,4,0,0,2,2,0,0,3,0,0,103,0,1,6,1,0,41,2,177.5689,0,0,0,0,0,0,0,0,0,58,0,0,91,0,8,0,0,0,0
162,0,0,1,0,0,3.510142857142857,9.532,0,8,8,1,1,0,2,0,0,26,0,0,89,0,0,4,0,0,43,0,196.0421428571429,0,0,0,0,0,0,0,0,0,54,0,0,92,0,16,0,0,0,0
13,0,0,0,1,0,1.7895711805555556,3.283,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,22.07257118055556,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,3.4092121212121214,26.752,0,6,6,0,0,0,11,0,0,0,0,0,112,0,0,14,0,0,27,0,206.1612121212121,0,0,0,0,0,0,0,0,0,45,0,5,97,0,6,0,0,0,0
28,1,0,0,0,0,1.7895711805555556,3.283,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,14,0,0,14,0,48.07257118055556,0,0,0,0,0,0,0,0,0,26,0,0,0,0,2,0,0,0,0
8,0,0,0,1,0,1.7895711805555556,3.283,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,17.072571180555556,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
67,0,0,1,0,0,1.791,1.798,0,5,3,0,0,0,0,0,0,0,0,0,14,4,1,10,0,0,47,0,88.589,0,0,0,0,0,0,0,0,0,60,0,0,8,0,8,0,0,0,0
21,0,0,0,0,0,1.7895711805555556,3.283,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,14,0,33.07257118055556,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,17.072571180555556,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
51,1,0,0,0,0,2.011818181818182,8.912,1,1,1,0,0,0,1,0,0,0,0,0,0,32,0,4,0,0,15,0,65.92381818181818,0,0,0,0,4,0,0,0,0,11,0,6,26,0,3,1,0,0,0
43,0,0,0,0,0,2.2526,3.376,1,2,2,0,0,2,10,0,0,21,0,0,0,0,0,13,0,0,9,0,65.6286,0,0,0,0,3,0,0,0,0,26,0,0,12,0,2,0,0,0,0
7,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18.07257118055556,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
10,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,9,0,24.07257118055556,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4
454,0,0,0,0,0,1.8604186046511628,3.338,1,22,21,2,1,11,0,0,0,109,0,0,83,0,0,1,87,0,174,0,517.1984186046511,0,2,0,0,3,4,0,0,0,164,0,0,227,0,54,0,0,0,0
159,0,0,0,0,0,1.804,4.546,0,13,4,7,6,2,2,0,0,67,0,0,22,0,0,4,0,0,66,0,199.35,0,0,0,0,0,0,0,0,0,64,0,0,79,0,9,0,0,0,7
34,0,0,0,0,0,7.3182,20.859,0,2,2,0,0,1,0,0,0,0,0,0,18,0,0,1,0,0,15,0,67.1772,0,0,0,0,0,0,0,0,0,18,0,0,12,0,4,0,0,0,0
22,0,0,1,0,0,1.7895711805555556,3.283,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,17,0,30.07257118055556,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,1.311,1.311,0,3,1,0,0,0,8,0,0,0,0,0,0,0,0,18,0,0,12,20,64.622,0,0,0,0,0,0,0,0,0,31,0,0,18,0,1,0,0,0,0
78,0,1,0,0,0,9.443916666666668,30.714,1,3,3,0,0,0,1,0,0,6,0,0,28,0,0,3,0,0,39,2,126.15791666666668,0,0,0,0,4,19,2,0,0,19,0,2,25,0,6,1,0,0,0
49,0,0,0,0,0,1.6934999999999998,3.025,0,2,2,0,0,1,2,0,0,34,0,0,0,0,0,5,0,0,10,0,60.7185,0,0,0,0,0,0,0,0,0,18,0,0,28,0,3,0,0,0,0
44,0,0,0,0,0,1.6903333333333332,2.489,1,2,1,0,0,0,2,0,0,0,0,0,29,0,0,4,0,0,11,0,54.17933333333333,0,0,0,0,4,0,0,0,0,16,0,0,23,0,1,0,0,0,0
3,1,0,0,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,9.072571180555556,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,1.6165333333333334,2.877,0,4,2,1,1,0,12,0,0,0,0,0,49,0,0,16,0,0,31,0,120.49353333333332,0,0,0,0,0,0,0,0,0,42,0,0,44,0,9,0,0,0,1
158,1,0,0,0,0,7.100363636363636,23.592,11,15,10,3,3,0,12,0,4,25,0,0,0,52,0,18,0,0,60,0,243.69236363636364,0,0,0,0,58,0,0,0,0,88,0,0,0,1,10,0,0,0,2
13,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,6,0,18.07257118055556,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,3.19478947368421,14.573,0,5,4,0,0,0,11,0,0,0,0,0,99,0,0,13,0,0,26,0,175.76778947368422,0,0,0,0,0,0,0,0,0,41,0,0,87,0,10,0,0,0,0
19,0,0,0,0,0,1.7895711805555556,3.283,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,1,10,0,27.07257118055556,0,0,0,0,0,0,0,0,0,17,0,0,0,0,2,0,0,0,0
32,0,0,0,0,0,1.0694,1.403,0,3,3,0,0,0,0,0,0,4,0,0,18,0,0,3,0,0,9,0,42.4724,0,0,0,0,0,0,0,0,0,18,0,0,16,0,0,0,0,0,0
42,0,0,0,0,0,9.367,28.256,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11,30,83.623,0,0,0,0,0,0,0,0,0,13,0,0,27,0,2,0,0,0,0
138,0,0,0,0,0,6.2093,47.227,0,11,9,0,0,1,0,0,0,0,0,0,71,0,0,3,0,0,66,0,214.4363,0,0,0,0,0,0,0,0,0,81,0,0,43,0,16,0,0,0,0
472,0,0,0,0,0,1.1196483516483515,5.273,36,10,20,23,3,0,2,0,0,65,0,0,41,10,0,5,22,20,300,9,572.3926483516484,0,0,0,1,178,33,34,0,25,102,0,9,8,0,50,9,0,21,2
7,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14.072571180555556,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
431,0,0,1,0,0,1.2889610389610389,3.137,2,21,15,1,1,3,1,0,0,160,0,0,130,0,0,3,0,0,138,0,480.425961038961,0,0,0,0,7,28,0,0,0,118,0,0,242,0,35,1,0,0,0
168,0,0,0,0,0,0.9621714285714288,2.871,20,6,4,1,1,0,1,0,6,3,0,0,65,0,1,5,0,3,74,14,207.83317142857143,0,0,0,0,70,0,10,0,0,38,0,26,6,0,13,8,0,0,0
16,0,0,0,0,0,1.7895711805555556,3.283,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,13,0,25.07257118055556,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0
8,0,0,0,0,0,1.7895711805555556,3.283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,14.072571180555556,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,14,0,0,8,0,38.07257118055556,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,4.698692307692308,22.605,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,11,0,52,7,0,108.3036923076923,0,0,0,0,0,0,0,0,0,17,0,0,49,0,4,0,0,0,0
121,0,0,0,0,0,1.819,3.225,0,2,6,1,1,0,11,0,0,60,0,0,6,0,0,14,0,2,37,2,147.04399999999998,1,0,0,0,0,0,4,0,0,49,0,0,55,0,5,7,0,0,0
37,0,0,0,0,0,4.3625,13.559,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,7,14,0,18,0,62.9215,0,0,0,0,7,0,3,0,0,20,0,0,5,0,0,4,0,0,0
44,0,0,0,0,0,1.659,1.659,0,2,1,0,0,0,12,0,0,1,0,0,7,0,5,15,0,0,16,0,62.318,0,0,0,0,0,0,0,0,0,41,0,0,2,0,1,0,0,0,0
15,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,20.07257118055556,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
14,0,0,1,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,20.07257118055556,0,0,0,1,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,1.7895711805555556,3.283,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,19,0,32.07257118055556,0,0,0,0,0,0,0,0,0,19,0,0,8,0,0,0,0,0,0
288,0,0,0,0,1,2.003847826086957,5.537,0,19,16,2,0,0,11,0,0,24,0,0,20,140,0,21,0,0,84,0,345.540847826087,0,0,0,0,0,4,4,0,1,116,0,0,146,0,16,0,0,0,2
45,0,0,0,0,0,0.8374,1.765,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,19,0,0,4,22,61.6024,0,0,0,0,0,0,0,0,0,26,0,0,19,0,0,0,0,0,0
